"key_plant_species","key_plant_code","plant_name_sci","plant_name_syn","plant_name_common","plant_name_family","plant_native_status","plant_life_cycle","plant_life_form","origin_status"
41,"APOCAN","Apocynum cannabinum",NA,"common dogbane","Apocynaceae","native","perennial","forb","native"
158,"CORAUR","Corydalis aurea",NA,"golden corydalis","Fumariaceae","native","biennial","forb","native"
714,"LISCON","Listera convallarioides",NA,"broadlipped twayblade","Orchidaceae","native","perennial","forb","native"
712,"CORMER","Corallorhiza mertensiana",NA,"Pacific coralroot","Orchidaceae","native","perennial","forb","native"
760,"PLASTR","Platanthera stricta",NA,"slender bog orchid","Orchidaceae","native","perennial","forb","native"
85,"CALBUL","Calypso bulbosa",NA,"fairy slipper","Orchidaceae","native","perennial","forb","native"
599,"PLADIL","Platanthera dilatata",NA,"scent bottle","Orchidaceae","native","perennial","forb","native"
715,"PLAELE","Platanthera elegans",NA,"elegant rein orchid","Orchidaceae","native","perennial","forb","native"
711,"CORMAC","Corallorhiza maculata",NA,"summer coralroot","Orchidaceae","native","perennial","forb","native"
258,"GOOOBL","Goodyera oblongifolia",NA,"rattlesnake plantain","Orchidaceae","native","perennial","forb","native"
400,"PIPUNA","Piperia unalascensis",NA,"Alaska rein orchid","Orchidaceae","native","perennial","forb","native"
168,"CYPMON","Cypripedium montanum",NA,"mountain lady's slipper","Orchidaceae","native","perennial","forb","native"
713,"CORTRI","Corallorhiza trifida",NA,"yellow coralroot","Orchidaceae","native","perennial","forb","native"
183,"DODPUL","Dodecatheon pulchellum",NA,"few-flowered shooting star","Primulaceae","native","perennial","forb","native"
182,"DODCON","Dodecatheon conjugens",NA,"Bonneville shootingstar","Primulaceae","native","perennial","forb","native"
184,"DODE_SP","Dodecatheon spp.",NA,"shooting star","Primulaceae","native","perennial","forb","native"
27,"ANDOCC","Androsace occidentalis",NA,"western rock jasmine","Primulaceae","native","annual","forb","native"
185,"DOUMON","Douglasia montana",NA,"Rocky Mountain dwarf-primrose","Primulaceae","native","perennial","forb","native"
325,"LYSCIL","Lysimachia ciliata",NA,"fringed loosestrife","Primulaceae","native","perennial","forb","native"
155,"COMUMB","Comandra umbellata",NA,"bastard toadflax","Santalaceae","native","perennial","forb","native"
464,"SAGCUN","Sagittaria cuneata ",NA,"arumleaf arrowhead","Alismataceae","native","perennial","forb","native"
15,"ALITRI","Alisma triviale","Alisma plantago-aquatica","American waterplantain","Alismataceae","native","perennial","forb","native"
610,"CRYTOR","Cryptantha torreyana",NA,"Torrey's cryptantha","Boraginaceae","native","annual","forb","native"
755,"HACCIN","Hackelia cinerea",NA,"gray stickseed","Boraginaceae","native","perennial","forb","native"
739,"MERLON","Mertensia longiflora ",NA,"small bluebells","Boraginaceae","native","perennial","forb","native"
165,"CRYAMB","Cryptantha ambigua",NA,"basin cryptantha","Boraginaceae","native","annual","forb","native"
260,"HACDEF","Hackelia deflexa",NA,"nodding stickseed","Boraginaceae","native","perennial","forb","native"
732,"AMSMEN","Amsinckia menziesii ",NA,"common fiddleneck","Boraginaceae","native","annual","forb","native"
166,"CRYCEL","Cryptantha celosioides",NA,"northern miner's candle","Boraginaceae","native","perennial","forb","native"
308,"LITRUD","Lithospermum ruderale",NA,"field gromwell","Boraginaceae","native","perennial","forb","native"
342,"MEROBL","Mertensia oblongifolia",NA,"leafy bluebell","Boraginaceae","native","perennial","forb","native"
631,"MERCIL","Mertensia ciliata",NA,"tall fringed bluebells","Boraginaceae","native","perennial","forb","native"
354,"MYOLAX","Myosotis laxa",NA,"bay forget-me-not","Boraginaceae","native","perennial","forb","native"
783,"CRYP_SP","Cryptantha spp.",NA,"cryptantha","Boraginaceae","native","unknown","forb","native"
261,"HACFLO","Hackelia floribunda",NA,"many-flower stickseed","Boraginaceae","native","perennial","forb","native"
403,"PLASCO","Plagiobothrys scouleri",NA,"Scouler's popcornflower","Boraginaceae","native","annual","forb","native"
602,"BOERET","Boechera retrofracta","Arabis holboellii ","rockcress","Brassicaceae","native","perennial","forb","native"
176,"DESINC","Descurainia incana var. incisa","Descurainia incisa","mountain tansy mustard","Brassicaceae","native","perennial","forb","native"
226,"ERYCAP","Erysimum capitatum",NA,"western wallflower","Brassicaceae","native","perennial","forb","native"
105,"CAROLI","Cardamine oligosperma",NA,"little western bittercress","Brassicaceae","native","perennial","forb","native"
74,"BOEPEN","Boechera pendulocarpa","Arabis holboellii ","rockcress","Brassicaceae","native","perennial","forb","native"
673,"ERYS_SP","Erysimum spp.",NA,"wallflower","Brassicaceae","native","perennial","forb","native"
107,"CARPEN","Cardamine pensylvanica",NA,"Pennsylvania bittercress","Brassicaceae","native","perennial","forb","native"
456,"RORPAL","Rorippa palustris",NA,"bog yellowcress","Brassicaceae","native","perennial","forb","native"
43,"ARAHOL","Arabis holboellii",NA,"Holboell's rockcress","Brassicaceae","native","perennial","forb","native"
44,"ARAMIC","Arabis microphylla",NA,"littleleaf rockcress","Brassicaceae","native","perennial","forb","native"
228,"ERYINC","Erysimum inconspicuum",NA,"shy wallflower","Brassicaceae","native","biennial","forb","native"
780,"BOEC_SP","Boechera spp.","Arabis spp.","rockcress","Brassicaceae","native","perennial","forb","native"
42,"TURGLA","Turritis glabra","Arabis glabra","tower rockcress","Brassicaceae","native","perennial","forb","native"
394,"PHYGEY","Physaria geyeri",NA,"Geyer's twinpod","Brassicaceae","native","perennial","forb","native"
699,"DESPIN","Descurainia pinnata",NA,"western tansy mustard","Brassicaceae","native","perennial","forb","native"
46,"ARANUT","Arabis nuttallii",NA,"Nuttall's rockcress","Brassicaceae","native","perennial","forb","native"
759,"PAXMYR","Paxistima myrsinites",NA,"Oregon boxleaf","Celastraceae","native","perennial","shrub","native"
481,"SEDLAN","Sedum lanceolatum",NA,"lance-leaved stonecrop","Crassulaceae","native","perennial","forb","native"
482,"SEDSTE","Sedum stenopetalum",NA,"narrow-petalled stonecrop","Crassulaceae","native","perennial","forb","native"
283,"JUNSCO","Juniperus scopulorum",NA,"Rocky Mountain juniper","Cupressaceae","native","perennial","tree","native"
681,"JUNCOM","Juniperus communis",NA,"common juniper","Cupressaceae","native","perennial","shrub","native"
490,"SHECAN","Shepherdia canadensis ",NA,"russet buffaloberry","Elaeagnaceae","native","perennial","shrub","native"
209,"EQUI_SP","Equisetum spp.",NA,"horsetail","Equisetaceae","native","perennial","forb","native"
206,"EQUARV","Equisetum arvense",NA,"field horsetail","Equisetaceae","native","perennial","forb","native"
210,"EQUSYL","Equisetum sylvaticum",NA,"woodland horsetail","Equisetaceae","native","perennial","forb","native"
207,"EQUHYE","Equisetum hyemale",NA,"rough horsetail","Equisetaceae","native","perennial","forb","native"
208,"EQULAE","Equisetum laevigatum",NA,"smooth horsetail","Equisetaceae","native","perennial","forb","native"
246,"GENAMA","Gentianella amarella",NA,"autumn dwarf gentian","Gentianaceae","native","biennial","forb","native"
753,"GERCAR","Geranium carolinianum",NA,"Carolina geranium","Geranianceae","native","biennial","forb","native"
248,"GERVIS","Geranium  viscosissimum",NA,"sticky geranium","Geranianceae","native","perennial","forb","native"
359,"NUPLUT","Nuphar lutea",NA,"yellow pond-lily","Nymphaeaceae","native","perennial","forb","native"
370,"OXYDIG","Oxyria digyna",NA,"mountain sorrel","Polygonaceae","native","perennial","forb","native"
383,"POLAMP","Polygonum amphibium","Persicaria amphibia ","water knotweed","Polygonaceae","native","perennial","forb","native"
416,"POLLAP","Polygonum lapathifolium","Persicaria lapathifolia","curlytop knotweed","Polygonaceae","native","annual","forb","native"
776,"ERIO_SP","Eriogonum spp.",NA,"buckwheat","Polygonaceae","native","perennial","forb","native"
224,"ERIUMB","Eriogonum umbellatum",NA,"sulphur buckwheat","Polygonaceae","native","perennial","forb","native"
628,"POLRAM","Polygonum ramosissimum",NA,"bushy knotweed","Polygonaceae","native","annual","forb","native"
415,"POLDOU","Polygonum douglasii",NA,"Douglas' knotweed","Polygonaceae","native","annual","forb","native"
219,"ERIOVA","Eriogonum ovalifolium",NA,"cushion buckwheat","Polygonaceae","native","perennial","forb","native"
214,"ERIFLA","Eriogonum flavum",NA,"golden buckwheat","Polygonaceae","native","perennial","forb","native"
131,"CHELEP","Chenopodium leptophyllum",NA,"narrowleaf goosefoot","Amaranthaceae","native","annual","forb","native"
130,"CHEFRE","Chenopodium fremontii",NA,"Fremont's goosefoot","Amaranthaceae","native","annual","forb","native"
593,"KRALAN","Krascheninnikovia lanata",NA,"winterfat","Amaranthaceae","native","perennial","shrub","native"
659,"CHEBOT","Chenopodium botryodes","Chenopodium chenopodioides ","low goosefoot","Amaranthaceae","native","annual","forb","native"
528,"TOXRYD","Toxicodendron rydbergii",NA,"western poison ivy","Anacardiaceae","native","perennial","forb","native"
683,"RHUGLA","Rhus glabra ",NA,"smooth sumac","Anacardiaceae","native","perennial","shrub","native"
327,"BERREP","Berberis repens","Mahonia repens ","Oregon grape","Berberidaceae","native","perennial","shrub","native"
91,"CAMROT","Campanula rotundifolia",NA,"Scotch harebell","Campanulaceae","native","perennial","forb","native"
128,"EUPSER","Euphorbia serpyllifolia","Chamaesyce serpyllifolia","thymeleaf sandmat","Euphorbiaceae","native","annual","forb","native"
272,"HIPVUL","Hippuris vulgaris ",NA,"common mare's-tail","Hippuridaceae","native","perennial","forb","native"
390,"PHILEW","Philadelphus lewisii",NA,"mock orange","Hydrangeaceae","native","perennial","shrub","native"
376,"PEDRAC","Pedicularis racemosa ",NA,"sickletop lousewort","Orobanchaceae","native","perennial","forb","native"
120,"CASLUT","Castilleja lutescens",NA,"stiff yellow Indian paintbrush","Orobanchaceae","native","perennial","forb","native"
375,"PEDCON","Pedicularis contorta ",NA,"coil-beaked lousewort","Orobanchaceae","native","perennial","forb","native"
374,"PEDBRA","Pedicularis bracteosa",NA,"bracted lousewort","Orobanchaceae","native","perennial","forb","native"
756,"MELLIN","Melampyrum lineare",NA,"narrowleaf cowwheat","Orobanchaceae","native","annual","forb","native"
122,"CASPAL","Castilleja pallescens",NA,"pale Indian paintbrush","Orobanchaceae","native","perennial","forb","native"
119,"CASHIS","Castilleja hispida",NA,"harsh paintbrush","Orobanchaceae","native","perennial","forb","native"
123,"CAST_SP","Castilleja spp.",NA,"paintbrush","Orobanchaceae","native","perennial","forb","native"
121,"CASMIN","Castilleja miniata",NA,"scarlet paintbrush","Orobanchaceae","native","perennial","forb","native"
363,"OROFAS","Orobanche fasciculata",NA,"clustered broom-rape","Orobanchaceae","native","annual","forb","native"
251,"GILTEN","Gilia tenerrima",NA,"delicate gilia","Polemoniaceae","native","annual","forb","native"
152,"COLDEB","Collomia debilis",NA,"alpine collomia","Polemoniaceae","native","perennial","forb","native"
721,"IPOCON","Ipomopsis spicata",NA,"spiked ipomopsis","Polemoniaceae","native","perennial","forb","native"
418,"POLPUL","Polemonium pulcherrimum",NA,"Jacob's ladder","Polemoniaceae","native","perennial","forb","native"
153,"COLLIN","Collomia linearis",NA,"narrow-leaved collomia","Polemoniaceae","native","annual","forb","native"
296,"LEPSEP","Leptosiphon septentrionalis","Linanthus septentrionalis","northern linanthus","Polemoniaceae","native","annual","forb","native"
391,"PHLHOO","Phlox hoodii ",NA,"hood’s phlox","Polemoniaceae","native","perennial","forb","native"
417,"POLMIC","Polemonium micranthum",NA,"littlebells","Polemoniaceae","native","annual","forb","native"
653,"PHLMUS","Phlox muscoides",NA,"moss phlox","Polemoniaceae","native","perennial","forb","native"
343,"MICGRA","Microsteris gracilis",NA,"pink microsteris","Polemoniaceae","native","annual","forb","native"
304,"LEPNUT","Leptosiphon nuttallii","Linanthus nuttallii","Nuttall's linanthus","Polemoniaceae","native","perennial","forb","native"
392,"PHLKEL","Phlox kelseyi",NA,"Kelsey's phlox","Polemoniaceae","native","perennial","forb","native"
420,"POLVIS","Polemonium viscosum",NA,"sticky Jacob's-ladder","Polemoniaceae","native","perennial","forb","native"
298,"LEWRED","Lewisia rediviva",NA,"bitterroot","Portulacaceae","native","perennial","forb","native"
144,"CLALAN","Claytonia lanceolata",NA,"lanceleaf springbeauty","Portulacaceae","native","perennial","forb","native"
352,"MONLIN","Montia linearis",NA,"narrowleaved montia","Portulacaceae","native","annual","forb","native"
145,"CLAPER","Claytonia perfoliata",NA,"miner's lettuce","Portulacaceae","native","perennial","forb","native"
723,"TRACAR","Trautvetteria caroliniensis",NA,"Carolina bugbane","Ranunculaceae","native","perennial","forb","native"
777,"RANCYM","Ranunculus cymbalaria",NA,"alkali buttercup","Ranunculaceae","native","perennial","forb","native"
148,"CLELIG","Clematis ligusticifolia",NA,"virgin's bower","Ranunculaceae","native","perennial","vine","native"
661,"ACOCOL","Aconitum columbianum ",NA,"Columbian monkshood","Ranunculaceae","native","perennial","forb","native"
174,"DELBIC","Delphinium bicolor",NA,"larkspur","Ranunculaceae","native","perennial","forb","native"
447,"RANUNC","Ranunculus uncinatus",NA,"woodland buttercup","Ranunculaceae","native","perennial","forb","native"
445,"RANGLA","Ranunculus glaberrimus",NA,"sagebrush buttercup","Ranunculaceae","native","perennial","forb","native"
149,"CLEOCC","Clematis occidentalis",NA,"western virgin's bower","Ranunculaceae","native","perennial","vine","native"
28,"ANEPAT","Anemone patens","Pulsatilla patens","cutleaf anenome","Ranunculaceae","native","perennial","forb","native"
624,"RANHYP","Ranunculus hyperboreus",NA,"high northern buttercup","Ranunculaceae","native","perennial","forb","native"
524,"THAOCC","Thalictrum occidentale",NA,"western meadowrue","Ranunculaceae","native","perennial","forb","native"
629,"RANSCL","Ranunculus sceleratus",NA,"cursed buttercup","Ranunculaceae","native","perennial","forb","native"
442,"RANABO","Ranunculus abortivus",NA,"littleleaf buttercup","Ranunculaceae","native","perennial","forb","native"
523,"THADAS","Thalictrum dasycarpum",NA,"purple meadowrue","Ranunculaceae","native","perennial","forb","native"
444,"RANFLA","Ranunculus flammula",NA,"greater creeping spearwort","Ranunculaceae","native","perennial","forb","native"
636,"ANEMUL","Anemone multifida",NA,"Pacific anemone","Ranunculaceae","native","perennial","forb","native"
724,"RANTES","Ranunculus testiculatus",NA,"bur buttercup","Ranunculaceae","native","perennial","forb","native"
175,"DELP_SP","Delphinium spp.",NA,"larkspur","Ranunculaceae","native","perennial","forb","native"
147,"CLECOL","Clematis columbiana",NA,"rock clematis","Ranunculaceae","native","perennial","vine","native"
8,"ACTRUB","Actaea rubra",NA,"red baneberry","Ranunculaceae","native","perennial","forb","native"
443,"RANAQU","Ranunculus aquatilis ",NA,"white water crowfoot","Ranunculaceae","native","perennial","forb","native"
268,"HEUPAR","Heuchera parvifolia",NA,"common alumroot","Saxifragaceae","native","perennial","forb","native"
267,"HEUCYL","Heuchera cylindrica",NA,"round-leaf alumroot","Saxifragaceae","native","perennial","forb","native"
350,"MITSTA","Mitella stauropetala",NA,"smallflower miterwort","Saxifragaceae","native","perennial","forb","native"
348,"MITNUD","Mitella nuda",NA,"naked miterwort","Saxifragaceae","native","perennial","forb","native"
729,"MITCAU","Mitella caulescens",NA,"slightstemmed miterwort","Saxifragaceae","native","perennial","forb","native"
309,"LITH_SP","Lithophragma spp.",NA,"woodland-star","Saxifragaceae","native","perennial","forb","native"
310,"LITTEN","Lithophragma tenellum",NA,"slender woodland-star","Saxifragaceae","native","perennial","forb","native"
345,"MICODO","Micranthes odontoloma ","Saxifraga odontoloma","streambank saxifrage","Saxifragaceae","native","perennial","forb","native"
349,"MITE_SP","Mitella spp.",NA,"miterwort","Saxifragaceae","native","perennial","forb","native"
306,"LITGLA","Lithophragma glabra",NA,"smoth fringecup","Saxifragaceae","native","perennial","forb","native"
307,"LITPAR","Lithophragma parviflorum",NA,"smallflower woodland-star","Saxifragaceae","native","perennial","forb","native"
478,"MICNID","Micranthes nidifica","Saxifraga integrifolia","wholeleaf saxifrage","Saxifragaceae","native","perennial","forb","native"
527,"TIATRI","Tiarella trifoliata",NA,"threeleaf foamflower","Saxifragaceae","native","perennial","forb","native"
506,"SPAANG","Sparganium angustifolium",NA,"narrowleaf bur-reed","Sparganiaceae","native","perennial","forb","native"
507,"SPAEUR","Sparganium eurycarpum",NA,"broadfruit bur-reed","Sparganiaceae","native","perennial","forb","native"
554,"VALDIO","Valeriana dioica",NA,"marsh valerian","Valerianaceae","native","perennial","forb","native"
404,"PLEMAC","Plectritis macrocera",NA,"white plectritis","Valerianaceae","native","annual","forb","native"
64,"ASCSPE","Asclepias speciosa",NA,"showy milkweed","Asclepiadaceae","native","perennial","forb","native"
318,"LONUTA","Lonicera utahensis",NA,"Utah honeysuckle","Caprifoliaceae","native","perennial","shrub","native"
317,"LONCIL","Lonicera ciliosa",NA,"orange honeysuckle","Caprifoliaceae","native","perennial","vine","native"
474,"SAMSP","Sambucus sp.",NA,"elderberry","Caprifoliaceae","native","perennial","shrub","native"
516,"SYMALB","Symphoricarpos albus",NA,"snowberry","Caprifoliaceae","native","perennial","shrub","native"
473,"SAMRAC","Sambucus racemosa",NA,"red elderberry","Caprifoliaceae","native","perennial","shrub","native"
301,"LINBOR","Linnaea borealis",NA,"twinflower","Caprifoliaceae","native","perennial","forb","native"
472,"SAMNIG","Sambucus nigra ssp. cerulea","Sambucus cerulea","blue elderberry","Caprifoliaceae","native","perennial","shrub","native"
735,"LONINV","Lonicera involucrata",NA,"twinberry honeysuckle","Caprifoliaceae","native","perennial","shrub","native"
377,"PENALB","Penstemon albertinus",NA,"Albert's penstemon","Plantaginaceae","native","perennial","forb","native"
731,"PENGRA","Penstemon grandiflorus",NA,"large beardtongue","Plantaginaceae","native","perennial","forb","native"
154,"COLPAR","Collinsia parviflora",NA,"blue-eyed Mary","Plantaginaceae","native","annual","forb","native"
378,"PENDIP","Penstemon diphyllus",NA,"twoleaf beardtongue","Plantaginaceae","native","perennial","forb","native"
644,"PENDEU","Penstemon deustus",NA,"scabland penstemon","Plantaginaceae","native","perennial","forb","native"
555,"VERAME","Veronica americana",NA,"American speedwell","Plantaginaceae","native","perennial","forb","native"
609,"GRANEG","Gratiola neglecta ",NA,"clammy hedgehyssop","Plantaginaceae","native","annual","forb","native"
379,"PENERI","Penstemon eriantherus",NA,"fuzzy tongue penstemon","Plantaginaceae","native","perennial","forb","native"
73,"BESWYO","Besseya wyomingensis",NA,"prairie kittentails","Plantaginaceae","native","perennial","forb","native"
382,"PENWIL","Penstemon wilcoxii",NA,"Wilcox's penstemon","Plantaginaceae","native","perennial","forb","native"
556,"VERANA","Veronica anagallis-aquatica",NA,"water speedwell","Plantaginaceae","native","perennial","forb","native"
402,"PLAPAT","Plantago patagonica",NA,"woolly plantain","Plantaginaceae","native","annual","forb","native"
737,"VERSCU","Veronica scutellata",NA,"skullcap speedwell","Plantaginaceae","native","perennial","forb","native"
380,"PENPRO","Penstemon procerus",NA,"littleflower penstemon","Plantaginaceae","native","perennial","forb","native"
381,"PENS_SP","Penstemon spp.",NA,"beardtongue","Plantaginaceae","native","perennial","forb","native"
663,"MOELAT","Moehringia lateriflora",NA,"bluntleaf sandwort","Caryophyllaceae","native","perennial","forb","native"
682,"CERNUT","Cerastium nutans",NA,"nodding chickweed","Caryophyllaceae","native","perennial","forb","native"
494,"SILORE","Silene oregana",NA,"Oregon campion","Caryophyllaceae","native","perennial","forb","native"
51,"ARECON","Arenaria congesta",NA,"ballhead sandwort","Caryophyllaceae","native","perennial","forb","native"
749,"CERARV","Cerastium arvense",NA,"field chickweed","Caryophyllaceae","native","perennial","forb","native"
512,"STELON","Stellaria longipes",NA,"long-stalk starwort","Caryophyllaceae","native","perennial","forb","native"
493,"SILMEN","Silene menziesii",NA,"Menzies' campion","Caryophyllaceae","native","perennial","forb","native"
762,"SAGSAG","Sagina saginoides",NA,"arctic pearlwort","Caryophyllaceae","native","perennial","forb","native"
765,"STELONF","Stellaria longifolia",NA,"longleaf starwort","Caryophyllaceae","native","perennial","forb","native"
491,"SILANT","Silene antirrhina",NA,"sleepy silene","Caryophyllaceae","native","annual","forb","native"
71,"ATHFIL","Athyrium filix-femina",NA,"common ladyfern","Dryopteridaceae","native","perennial","forb","native"
794,"DRYEXP","Dryopteris expansa",NA,"spreading woodfern","Dryopteridaceae","native","perennial","forb","native"
188,"DRYFIL","Dryopteris filix-mas",NA,"male fern","Dryopteridaceae","native","annual","forb","native"
754,"GYMDRY","Gymnocarpium dryopteris",NA,"western oakfern","Dryopteridaceae","native","perennial","forb","native"
572,"WOOORE","Woodsia oregana",NA,"Oregon cliff fern","Dryopteridaceae","native","perennial","forb","native"
169,"CYSFRA","Cystopteris fragilis",NA,"brittle bladderfern","Dryopteridaceae","native","perennial","forb","native"
789,"POLMUN","Polystichum munitum",NA,"western swordfern","Dryopteridaceae","native","perennial","forb","native"
452,"RIBLAC","Ribes lacustre",NA,"prickly currant","Grossulariaceae","native","perennial","shrub","native"
453,"RIBIRR","Ribes irriguum","Ribes oxyacanthoides ssp. irriguum ","Idaho gooseberry","Grossulariaceae","native","perennial","shrub","native"
451,"RIBINE","Ribes inerme",NA,"whitestem gooseberry","Grossulariaceae","native","perennial","shrub","native"
450,"RIBHUD","Ribes hudsonianum",NA,"northern black currant","Grossulariaceae","native","perennial","shrub","native"
616,"RIBAUR","Ribes aureum",NA,"golden currant","Grossulariaceae","native","perennial","shrub","native"
454,"RIBE_SP","Ribes spp.",NA,"current or gooseberry","Grossulariaceae","native","perennial","shrub","native"
708,"RIBSET","Ribes setosum ","Ribes oxyacanthoides ssp. setosum","bristly gooseberry","Grossulariaceae","native","perennial","shrub","native"
449,"RIBCER","Ribes cereum",NA,"wax current","Grossulariaceae","native","perennial","shrub","native"
455,"RIBVIS","Ribes viscosissimum ",NA,"sticky currant","Grossulariaceae","native","perennial","shrub","native"
622,"PHACAM","Phacelia campanularia",NA,"desertbells","Hydrophyllaceae","native","annual","forb","native"
358,"NEMBRE","Nemophila breviflora",NA,"Great Basin blue-eyes","Hydrophyllaceae","native","annual","forb","native"
276,"HYDCAP","Hydrophyllum capitatum",NA,"ball head waterleaf","Hydrophyllaceae","native","perennial","forb","native"
389,"PHALIN","Phacelia linearis",NA,"thread-leaf phacelia","Hydrophyllaceae","native","annual","forb","native"
388,"PHAHAS","Phacelia hastata",NA,"silverleaf phacelia","Hydrophyllaceae","native","perennial","forb","native"
387,"PHAGLA","Phacelia glandulosa",NA,"glandular phacelia","Hydrophyllaceae","native","perennial","forb","native"
716,"OROUNI","Orobanche uniflora",NA,"one-flowered broomrape","Orobanchaceae 	","native","annual","forb","native"
483,"SELSCO","Selaginella scopulorum",NA,"lesser spikemoss","Selaginellaceae","native","perennial","forb","native"
706,"PTEAQU","Pteridium aquilinum",NA,"western bracken fern","Dennstaedtiaceae","native","perennial","forb","native"
194,"ELOCAN","Elodea canadensis",NA,"Canada waterweed","Hydrocharitaceae","native","perennial","forb","native"
549,"UTRVUL","Utricularia vulgaris ",NA,"common bladderwort","Lentibulariaceae","native","perennial","forb","native"
423,"POTAMP","Potamogeton amplifolius ",NA,"large-leaf pondweed","Potamogetonaceae","native","perennial","forb","native"
425,"POTFOL","Potamogeton foliosus",NA,"leafy pondweed","Potamogetonaceae","native","perennial","forb","native"
300,"LIMAQU","Limosella aquatica",NA,"water mudwort","Scrophulariaceae","native","perennial","forb","native"
365,"ORTTEN","Orthocarpus tenuifolius",NA,"pink owl clover","Scrophulariaceae","native","annual","forb","native"
574,"ZANPAL","Zannichellia palustris ",NA,"horned pondweed","Zannichelliaceae","native","perennial","forb","native"
741,"BOTVIR","Botrychium virginianum",NA,"common grapefern ","Ophioglossaceae ","native","perennial","forb","native"
544,"UNK_FORB",NA,NA,"unknown forb","None","unknown","unknown","forb","weed"
745,"AGRO_SP","Agrostis spp.",NA,"bentgrass","Poaceae","unknown","perennial","graminoid","weed"
81,"BROM_SP","Bromus spp.",NA,"bromes","Poaceae","unknown","unknown","graminoid","weed"
200,"ELYM_SP","Elymus spp.",NA,"wildrye","Poaceae","unknown","unknown","graminoid","weed"
545,"UNK_GRAM",NA,NA,"unknown graminoid","Poaceae","unknown","unknown","graminoid","weed"
770,"STIP_SP","Stipa spp.",NA,"needlegrass","Poaceae","unknown","unknown","graminoid","weed"
768,"UNK_TREE",NA,NA,"unknown tree","unknown","unknown","unknown","tree","weed"
784,"UNKN_SP","Unknown",NA,"unknown","unknown","unknown","unknown","unknown","weed"
767,"UNK_SHRUB",NA,NA,"unknown shrub","unknown","unknown","unknown","shrub","weed"
172,"DALE_SP","Dalea spp.",NA,"prairie clover","Fabaceae","unknown","unknown","forb","weed"
690,"TRIF_SP","Trifolium spp.",NA,"clover","Fabaceae","unknown","unknown","forb","weed"
429,"POTE_SP","Potentilla spp.",NA,"cinquefoil","Rosaceae","unknown","unknown","forb","weed"
289,"LAMI_SP","Lamium spp.",NA,"deadnettle","Lamiaceae","unknown","unknown","forb","weed"
257,"GNAP_SP","Gnaphalium spp.",NA,"cudweed","Asteraceae","unknown","unknown","forb","weed"
771,"SYMP_SP","Symphyotrichum spp.",NA,"aster","Asteraceae","unknown","unknown","forb","weed"
503,"SOLI_SP","Solidago spp.",NA,"goldenrod","Asteraceae","unknown","perennial","forb","weed"
781,"HIER_SP","Hieracium spp.",NA,"hawkweed","Asteraceae","unknown","perennial","forb","weed"
140,"CIRS_SP","Cirsium spp.",NA,"thistle","Asteraceae","unknown","unknown","forb","weed"
178,"DESC_SP","Descurainia spp.",NA,"tansymustard","Brassicaceae","unknown","unknown","forb","weed"
750,"DRAB_SP","Draba spp.",NA,"draba","Brassicaceae","unknown","unknown","forb","weed"
186,"DRANEM","Draba nemorosa",NA,"woods draba","Brassicaceae","unknown","annual","forb","weed"
419,"POLY_SP","Polygonum spp.",NA,"knotweed","Polygonaceae","unknown","unknown","forb","weed"
132,"CHEN_SP","Chenopodium spp.",NA,"goosefoot","Amaranthaceae","unknown","unknown","forb","weed"
691,"RANU_SP","Ranunculus spp.",NA,"buttercup","Ranunculaceae","unknown","unknown","forb","weed"
495,"SILE_SP","Silene spp.",NA,"campion","Caryophyllaceae","unknown","unknown","forb","weed"
769,"CERA_SP","Cerastium spp.",NA,"chickweed","Caryophyllaceae","unknown","unknown","forb","weed"
435,"PSAJUN","Psathyrostachys juncea","Elymus junceus","Russian wildrye","Poaceae","nonnative","perennial","graminoid","planted"
687,"ERACIL","Eragrostis cilianensis",NA,"stinkgrass","Poaceae","nonnative","annual","graminoid","weed"
405,"POABUL","Poa bulbosa",NA,"bulbous bluegrass","Poaceae","nonnative","perennial","graminoid","weed"
19,"ALOGEN","Alopecurus geniculatus",NA,"water foxtail","Poaceae","nonnative","perennial","graminoid","weed"
80,"BROJAP","Bromus japonicus",NA,"Japanese brome","Poaceae","nonnative","annual","graminoid","weed"
413,"POATRI","Poa trivialis",NA,"rough bluegrass","Poaceae","nonnative","perennial","graminoid","weed"
78,"BROHOR","Bromus hordeaceus","Bromus mollis","soft brome","Poaceae","nonnative","annual","graminoid","weed"
406,"POACOM","Poa compressa",NA,"Canada bluegrass","Poaceae","nonnative","perennial","graminoid","weed"
82,"BROTEC","Bromus tectorum",NA,"cheatgrass","Poaceae","nonnative","annual","graminoid","weed"
620,"SETVIR","Setaria viridis ",NA,"green bristlegrass","Poaceae","nonnative","annual","graminoid","weed"
170,"DACGLO","Dactylis glomerata",NA,"orchard grass","Poaceae","nonnative","perennial","graminoid","weed"
488,"SETPAR","Setaria parviflora","Panicum occidentale","western witchgrass","Poaceae","nonnative","perennial","graminoid","weed"
14,"AGRSTO","Agrostis stolonifera",NA,"redtop","Poaceae","nonnative","perennial","graminoid","weed"
633,"ECHCRU","Echinochloa crus-galli ",NA,"barnyardgrass","Poaceae","nonnative","perennial","graminoid","weed"
393,"PHLPRA","Phleum pratense",NA,"timothy grass","Poaceae","nonnative","perennial","graminoid","planted"
412,"POA_SP","Poa spp.",NA,"bluegrass","Poaceae","nonnative","unknown","graminoid","weed"
